chn1,chn2,chn3,chn4,chn5,chn6,chn7,chn8
791,808,-32745,2473,-1669,5,0,0
695,801,-32744,2098,-1671,-32765,0,0
911,821,-32739,2092,-1664,-32765,0,0
1198,791,16,-30775,-1666,9,0,0
1276,-31897,5,-30722,31097,-32759,0,0
1260,932,12,-30914,-1667,-32750,0,0
1041,-31853,-32757,-30684,-1664,6,0,0
780,-31847,-32755,-30625,31098,-1,0,0
581,-31850,3,2369,-1666,3,0,0
791,-31896,11,2037,31113,9,0,0
1082,-31983,20,2220,31115,-32766,0,0
1302,802,-32756,-30389,31106,1,0,0
1271,-31903,-32754,-30535,-1754,8,0,0
930,868,-32737,2008,30694,3,0,0
683,862,-32735,-30686,-1722,1,0,0
1022,869,25,2236,31106,-1,0,0
1299,942,-32745,2176,31026,2,0,0
1147,-31802,21,-30823,-2074,-32765,0,0
903,-31903,-32749,2207,30960,14,0,0
673,-31850,16,-30494,-2063,-32753,0,0
932,928,-32750,-30750,-1725,-32766,0,0
1236,-31820,16,-30987,31020,7,0,0
1156,-31902,12,2448,30693,18,0,0
897,821,4,1949,-1734,6,0,0
660,-31945,-32756,-31213,31093,-32765,0,0
690,-31837,-32743,-31220,-1674,-32763,0,0
915,-31820,-32749,1938,-1674,-32759,0,0
1170,-31836,15,2320,31095,9,0,0
1227,930,-32749,2298,-1665,-32749,0,0
871,-31895,-32761,-30682,-1668,-32762,0,0
584,840,-32760,2094,-1757,-32763,0,0
824,841,12,2103,-2077,5,0,0
1184,864,16,-30746,-1715,7,0,0
1150,-31877,-32759,-30864,31094,8,0,0
790,-31885,17,1749,-1674,-32754,0,0
629,833,-32746,2014,-1666,-32752,0,0
838,-31958,-32743,-30876,31097,-32758,0,0
1100,799,-32747,-30942,31090,-32755,0,0
1251,940,-32735,2364,31014,-32755,0,0
1188,914,-32743,1939,-2070,7,0,0
848,-31814,-32749,2040,-1804,-32766,0,0
692,-31876,23,2207,30709,-32768,0,0
872,-31826,-32739,-30524,-1714,-32753,0,0
1155,928,-32749,2304,-1651,-32751,0,0
1167,-31871,-32759,-30456,31101,-32762,0,0
957,-31894,14,-30598,31110,-32763,0,0
683,-31841,-32756,2469,-1670,15,0,0
591,-31891,-32746,2290,31091,25,0,0
879,843,-32753,2090,-1674,15,0,0
1227,848,16,2183,-1675,-32762,0,0
1278,-31883,28,2238,31097,-32759,0,0
1029,844,15,-30385,-1673,-32762,0,0
741,-31903,-32760,-30789,-1740,13,0,0
708,-31867,-32741,-30694,0,-24529,-15318,21628
974,-31867,30,1899,31101,-32762,0,0
1274,963,36,2045,-1754,-32748,0,0
1331,-31767,-32740,1850,-2065,-32758,0,0
1140,-31871,28,1893,-1721,-32764,0,0
820,959,-32740,2346,31100,-32755,0,0
675,-31883,-32737,1942,-1669,-32750,0,0
920,821,-32726,-30499,31095,-32751,0,0
1208,929,-32738,2172,31101,17,0,0
1221,961,25,2216,31100,-32755,0,0
972,876,23,2467,-1666,6,0,0
753,888,13,2131,31100,5,0,0
666,-31876,-32756,-30866,31088,-32757,0,0
924,-31948,13,2049,-1679,-32759,0,0
1263,781,-32750,2058,31016,14,0,0
1279,-31888,-32749,2128,30689,21,0,0
1012,820,-32739,2211,-1809,21,0,0
709,839,29,2228,30614,-32756,0,0
745,-31785,20,-30705,-2132,-32766,0,0
999,964,25,2095,31033,16,0,0
1212,-31772,-32738,-30561,-1676,12,0,0
1269,-31876,20,1964,31095,-32768,0,0
954,-31909,-32753,-30584,31092,-1,0,0
621,-31798,15,2462,31012,32767,0,0
632,953,5,2451,-2155,11,0,0
886,-31871,10,-30521,30634,-32750,0,0
1203,-31807,26,2040,-1725,21,0,0
1297,-31840,21,2278,31100,17,0,0
1183,-31837,10,2420,-1656,-32762,0,0
919,-31913,22,-30766,-1653,-32767,0,0
636,937,9,-30951,-1743,-32756,0,0
867,-31841,-32761,2089,30692,14,0,0
1198,-31873,30,-30576,31029,8,0,0
1292,850,-32742,-30572,31093,32767,0,0
1011,899,24,2224,31099,0,0,0
730,1009,-32756,2249,31096,-32765,0,0
951,-31793,17,-30623,31022,7,0,0
1164,876,-32747,-31044,30623,9,0,0
1183,893,14,-30531,-2125,-32767,0,0
933,867,-32758,-30466,31040,5,0,0
688,-31933,13,-30664,31093,13,0,0
771,-31876,-32755,1839,-1676,-32756,0,0
1201,883,10,-31031,31094,12,0,0
1235,877,-32761,-30657,-1672,-32758,0,0
899,-31914,-32753,-30667,31094,10,0,0
677,-31822,15,-30846,-1668,11,0,0
795,-31772,-32764,-30450,-1667,-32766,0,0
1135,-31779,11,2130,31009,-32758,0,0
1258,926,21,-30880,-2076,-32761,0,0
1013,901,-32748,-30949,31046,-32756,0,0
697,864,-32748,-30838,31104,-32763,0,0
744,875,-32755,-30432,31100,-32760,0,0
956,-31830,-32756,-30807,31111,5,0,0
1153,1031,15,1789,-1736,-32757,0,0
1283,1014,34,2204,-2062,10,0,0
1024,-31851,24,2006,31037,-32767,0,0
749,-31823,-32757,-30899,31022,-32765,0,0
630,950,-32760,-30719,30693,-32758,0,0
873,927,14,-30454,31038,-32760,0,0
1130,-31910,-32756,2172,-1674,21,0,0
1313,813,-32751,2036,-1672,15,0,0
1251,842,5,-30965,-1662,-32755,0,0
1276,-31932,-32753,-30598,-1664,-32766,0,0
1013,-31920,13,-30907,31105,3,0,0
739,870,-32761,1735,31103,-32760,0,0
835,-31930,-32756,-30577,-1661,16,0,0
1180,963,-32759,-30016,31117,13,0,0
1249,-31829,-32759,-30425,31102,-32759,0,0
1294,-31905,-32761,2206,31018,-32758,0,0
1107,-31869,-32756,2104,30623,-32767,0,0
680,871,-32754,1795,30647,-32760,0,0
719,796,23,2017,-1723,-32762,0,0
1059,825,22,-30828,-1674,-32748,0,0
1211,876,-32748,1955,31103,5,0,0
892,927,15,2128,31100,32767,0,0
706,911,16,2053,31102,-32763,0,0
834,911,16,1812,-1663,10,0,0
1103,-31897,-32762,1984,-1673,-32756,0,0
1297,-31835,10,2040,31010,2,0,0
1298,-31988,14,-30907,30697,-1,0,0
1147,748,-32755,-30930,-1800,-1,0,0
812,-31947,21,-30050,-2155,-32760,0,0
727,-31862,-32756,2079,30554,19,0,0
860,891,9,-31010,30640,4,0,0
1178,953,-32758,1819,-1726,1,0,0
1169,-31840,-32751,2032,31101,12,0,0
851,-31882,5,-30679,31018,-32747,0,0
679,835,9,-30963,30624,-32732,0,0
906,812,15,2047,-2118,14,0,0
1276,845,-32752,2152,-1723,12,0,0
1198,-31811,-32757,-30697,31108,18,0,0
811,-31838,-32749,-30528,31112,2,0,0
673,-31793,-32732,2208,31105,-32751,0,0
792,-31808,24,-30600,31103,18,0,0
1099,870,-32751,2275,-1675,-32754,0,0
1287,826,24,2259,-1758,21,0,0
1263,-31901,27,-30581,30690,15,0,0
948,-31966,36,2315,30973,11,0,0
631,-31867,-32740,2082,-2069,5,0,0
847,-31834,-32733,2179,-1725,5,0,0
1166,-31796,35,2251,-1679,15,0,0
1324,867,-32741,2222,31093,10,0,0
1151,-31925,29,-30639,-1666,9,0,0
884,871,23,-30743,-1666,-32762,0,0
669,-31957,-32735,1885,31096,-32754,0,0
956,-31963,-32738,-30704,31095,-32758,0,0
1205,955,16,-30824,31092,5,0,0
1084,-31771,-32757,-30913,-1666,10,0,0
751,-31818,25,1973,31110,12,0,0
674,-31872,-32732,2176,31020,7,0,0
851,923,16,2437,30704,-32759,0,0
1121,883,-32753,-30468,-1721,7,0,0
1199,806,44,2147,31100,4,0,0
934,-31960,-32718,1793,-1668,-32765,0,0
700,842,-32745,1822,-1667,-32763,0,0
737,846,-32734,1709,-1666,5,0,0
1061,793,-32742,1961,-1669,3,0,0
1256,-31911,-32753,2409,-1665,-32765,0,0
1089,852,-32751,-30565,31095,-32764,0,0
701,-31874,23,-30739,31102,-32757,0,0
758,-31844,24,-30399,-1673,14,0,0
1102,936,-32752,2172,31101,7,0,0
1214,885,23,-30512,-1659,-32752,0,0
1142,835,18,-30582,-1669,-16224,1065,-31844
731,842,12,1991,30634,4,0,0
772,913,-32748,1921,31038,8,0,0
1057,-31939,18,-30488,-1676,-32755,0,0
1170,-31995,-32757,1968,-1750,-32758,0,0
1308,766,13,2188,30614,13,0,0
1179,-31913,-32749,-30052,30640,14,0,0
874,-31845,-32748,2516,31036,-32763,0,0
693,-31841,20,1775,31089,-32756,0,0
859,908,-32748,-30902,31090,11,0,0
1231,-31903,-32763,2189,31097,15,0,0
1305,800,9,2087,-1750,5,0,0
1077,863,-32757,-30522,-2155,9,0,0
755,-31844,-32746,2018,-2138,10,0,0
850,969,-32741,2063,31033,-32766,0,0
1174,-31793,15,-30816,31100,-32765,0,0
1227,928,-32756,1984,31087,-32754,0,0
921,-31839,24,1986,-1676,-32760,0,0
752,-31895,-32744,2707,-1670,-32765,0,0
753,863,-32750,2386,31101,-32768,0,0
994,-31909,-32763,-30995,-1662,-32766,0,0
1088,-31833,12,-31112,-1747,-32750,0,0
1210,-31856,17,2059,-2078,-32758,0,0
1269,953,-32752,-30865,31037,0,0,0
1249,973,-32751,1955,-1671,3,0,0
948,-31885,17,1770,31095,-32763,0,0
717,-31835,10,-30825,-1677,15,0,0
838,-31878,23,-30596,31091,-32755,0,0
1139,-31937,-32729,-30810,-1674,13,0,0
1175,880,-32759,-30948,-1670,13,0,0
883,858,15,1728,31092,-32768,0,0
762,833,27,-30752,31091,-1,0,0
676,-31828,31,2106,31096,-32760,0,0
871,920,-32752,1916,31096,-32748,0,0
1149,893,-32750,2067,-1669,11,0,0
1256,-31900,22,2079,31098,0,0,0
1277,-31878,-32730,2240,-1674,2,0,0
1098,887,12,2068,-1675,-32767,0,0
917,910,20,2169,-1668,-32754,0,0
787,932,24,-30584,-1675,-32748,0,0
691,-31807,-32745,-30725,-1667,15,0,0
933,-31872,-32744,-30828,-1750,-32757,0,0
1184,910,25,-30612,30613,7,0,0
1112,-32034,-32736,-31163,30640,12,0,0
741,744,22,-31056,-1728,-32762,0,0
685,878,-32756,-30837,31090,4,0,0
869,-31934,12,-30541,31089,-32759,0,0
1207,866,-32753,1965,-1758,-32762,0,0
1219,-31910,-32749,2000,-2071,-32759,0,0
910,-31912,30,1996,30980,26,0,0
649,863,22,2164,-2063,-32756,0,0
687,955,-32744,-30752,30953,-32757,0,0
1041,872,-32750,1745,30689,9,0,0
1307,834,22,2004,30965,-32764,0,0
1160,-31973,-32757,2251,30691,-32766,0,0
780,-31879,-32751,-30532,31036,-32753,0,0
661,879,23,1831,-1676,12,0,0
730,-31807,12,2182,-1674,5,0,0
1017,981,16,2171,-1671,8,0,0
1214,947,8,2085,-1674,-32764,0,0
1163,-31914,18,2249,-1756,-32761,0,0
820,-31877,-32751,-30407,30695,-32754,0,0
580,901,-32750,-30556,-1725,10,0,0
757,-31869,-32754,-30569,-1668,-32761,0,0
1110,893,10,-30826,-1678,-32758,0,0
1316,863,12,1818,31089,-32753,0,0
1299,-31810,-32746,-30808,-1669,12,0,0
1172,903,17,2104,31096,-32754,0,0
888,877,14,-30912,-1671,9,0,0
714,-31755,-32759,1815,31109,6,0,0
775,-31766,10,2031,31096,19,0,0
1020,983,11,2600,-1666,-32751,0,0
1251,-31824,-32753,2354,31025,5,0,0
1099,-31892,22,1876,30688,-32759,0,0
703,-31880,18,2406,30962,-32768,0,0
583,863,4,-30741,30617,3,0,0
845,899,4,2171,-2136,20,0,0
1159,-31864,-32762,-30619,31039,-32756,0,0
1302,948,-32740,-30678,31103,-32763,0,0
1021,-31835,41,-30621,31102,32767,0,0
750,926,-32753,2408,-1664,7,0,0
564,-31860,12,-30799,31026,6,0,0
726,-32004,11,-30936,-2154,-32758,0,0
1079,-31968,4,-30862,30560,6,0,0
1217,-31905,-32764,2171,30561,-32763,0,0
937,951,15,1796,30645,6,0,0
700,946,10,-30860,-1728,2,0,0
905,872,-32766,-30604,-1670,14,0,0
1200,832,10,-30819,31110,-32761,0,0
1339,866,16,-30672,-1658,8,0,0
1149,-31872,-32744,2225,-1668,-32759,0,0
759,-31947,24,-30757,-1671,-32759,0,0
778,885,19,-30913,31015,-32762,0,0
1180,964,-32763,2057,-2079,-32762,0,0
1310,985,-32759,2124,-1736,-32765,0,0
975,-31872,-32754,2113,31095,-2,0,0
663,905,1,2029,-1668,0,0,0
559,927,-32764,2064,31095,-32763,0,0
739,-31826,-32758,2167,-1672,1,0,0
1098,838,7,2241,-1668,-32762,0,0
1320,-31932,-32760,2525,-1665,-32768,0,0
1056,796,-32739,-30668,-1663,32767,0,0
666,-31874,30,1998,31105,-32759,0,0
703,977,15,-30419,-1661,-32753,0,0
1035,960,-32753,2077,31107,-32763,0,0
1180,-31808,27,1873,-1753,16,0,0
991,-31891,26,2056,30686,15,0,0
719,798,13,2092,31042,-32758,0,0
855,-31953,10,-31172,-1663,-32760,0,0
1176,845,18,-30827,-1671,7,0,0
1308,871,47,-30478,-1680,-32766,0,0
964,-31879,-32741,-30363,31007,3,0,0
695,-31818,17,2219,30694,21,0,0
855,941,18,-30938,31049,-32756,0,0
1228,-31908,-32755,-30721,31114,-32766,0,0
1257,-31918,-32737,-30612,31108,-32768,0,0
936,-31944,-32740,1863,31101,-32768,0,0
663,-31816,43,1594,31093,4,0,0
943,-31846,32,2004,31089,-32762,0,0
1201,964,38,1987,-1675,-32764,0,0
1310,1012,-32734,2362,-1670,-32760,0,0
1291,-31803,-32745,-30420,-1672,4,0,0
1207,-31835,7,2164,31099,6,0,0
1015,-31866,-32753,-31131,31086,11,0,192
976,-31837,12,-30400,31015,2,0,0
1173,-31910,11,2271,-2155,1,0,0
1343,875,4,1827,30644,6,0,0
1208,-31892,9,1982,31046,-32757,0,0
859,908,10,2111,-1742,12,0,0
612,887,14,2186,-2068,8,0,0
842,-31875,-32756,-30954,-1722,-32760,0,0
1211,-31850,-32758,1890,-1671,-1,0,0
1369,902,14,-30631,31016,3,0,0
1180,924,-32743,-30822,30695,18,0,0
807,-31886,9,1847,-1728,-32756,0,0
703,-31895,-32753,-30663,-1666,11,0,0
780,-31837,-32751,-31001,31102,20,0,0
957,-31852,21,1929,31101,-32764,0,0
1159,-31913,17,-30773,-1672,-32764,0,0
1278,849,-32756,2062,-1672,7,0,0
1201,923,12,-30696,31097,10,0,0
908,1065,-32756,1995,-1673,-32762,0,0
718,964,9,-30423,31090,-32764,0,0
889,912,-32760,2176,-1670,6,0,0
1002,965,10,1842,-1673,14,0,0
1194,870,-32752,-30847,-1675,-32745,0,0
1251,-31959,17,-30854,31092,2,0,0
1040,-31956,-32748,2128,31092,-32758,0,0
745,807,-32751,-30962,31102,11,0,0
814,-31863,-32750,1893,31099,-32758,0,0
1104,-31824,-32763,-30879,-1674,5,0,0
1298,974,5,1870,31095,7,0,0
1150,-31871,12,-30891,-1670,-32760,0,0
729,921,-32753,-31120,31087,-32752,0,0
658,950,7,2158,-1676,8,0,0
811,910,-32752,2179,-1675,-32764,0,0
1082,920,-32757,-30611,31101,-32759,0,0
1271,894,8,-30402,31095,-32760,0,0
1189,864,10,-30851,31094,9,0,0
870,875,1,2069,31091,8,0,0
619,923,-32762,-30298,-1679,-32759,0,0
814,-31824,-32756,2330,-1751,3,0,0
1101,908,22,-30383,-2077,7,0,0
1249,-31873,-32748,-30929,-1734,5,0,0
1142,-31907,27,2017,31098,-32768,0,0
749,-31860,27,2277,31095,-32768,0,0
773,902,18,2091,31093,-32766,0,0
1029,926,32,-30692,-1670,-1,0,0
1197,-31981,18,-30682,31104,-32758,0,0
903,779,13,-30837,31107,-32756,0,0
680,-32005,-32747,2281,-1664,-32761,0,0
903,-31979,-32745,-30493,-1664,9,0,0
1161,835,-32735,2245,31097,-32754,0,0
1322,870,42,1932,-1672,8,0,0
1231,-31852,-32752,2148,31099,-32757,0,0
812,932,-32748,2331,31104,9,0,0
784,-31768,-32742,1917,31098,0,0,0
1048,-31854,22,-31126,-1664,-32766,0,0
1308,809,28,2205,-1741,9,0,0
1114,846,10,-30558,30708,-1,0,0
733,-31856,-32759,2111,31050,-1,0,0
779,-31903,18,-30422,31022,-32759,0,0
1072,-31842,6,1970,-2076,-32760,0,0
1271,-31879,-32759,2124,31045,-32752,0,0
1201,896,-32754,2385,31094,20,0,0
939,944,-32751,2159,-1671,13,0,0
711,934,21,2214,-1744,16,0,0
809,892,-32746,2178,30686,9,0,0
967,919,-32740,-30758,-1731,-32761,0,0
1103,839,19,-31061,31020,1,0,0
1268,-31932,-32754,-30823,30693,6,0,0
1317,-31889,-32743,2187,30958,-32760,0,0
1106,-31828,17,1807,-2159,-32763,0,0
814,947,-32756,1947,30550,-32766,0,0
642,983,-32761,-31013,-2130,12,0,0
773,-31859,-32749,1729,-1731,-32755,0,0
1021,-31849,-32762,-30873,31090,-32759,0,0
1218,-31878,21,2179,-1674,12,0,0
1033,876,18,-30724,-1663,8,0,0
746,829,12,1753,31102,-32752,0,0
666,-31876,10,1770,-1663,-32745,0,0
815,862,-32756,2186,31107,-32765,0,0
993,-31904,11,2183,-1741,-32766,0,0
1234,906,-32759,2234,30695,-32764,0,0
1267,946,-32758,-30548,-1728,-32757,0,0
1128,922,-32754,1755,-1756,12,0,0
801,907,-32764,1970,30687,11,0,0
709,876,16,1948,31045,27,0,0
861,863,17,-30724,-1667,15,0,0
1113,801,12,-30963,31093,3,0,0
1292,895,-32750,1870,-1672,10,0,0
1017,-31841,-32750,2285,-1670,4,0,0
638,992,-32745,-30448,-1675,-1,0,0
783,931,17,-30448,-1673,0,0,0
1199,-31836,13,-30431,-1673,14,0,0
1312,889,15,2577,-1663,24,0,0
1090,837,13,2376,31095,-32762,0,0
674,905,15,-30866,31092,-32764,0,0
739,911,-32747,-30858,31086,-32760,0,0
1047,954,-32748,2217,-1670,4,0,0
1304,-31831,32,-30453,-1642,-32763,0,0
1177,851,22,-30281,31022,-32763,0,0
827,870,-32739,-30587,30693,9,0,0
616,903,-32744,1904,31045,-32748,0,0
805,916,-32745,-30633,31093,19,0,0
1181,-31821,-32749,-30694,31095,5,0,0
1313,-31809,-32746,2186,31094,-32762,0,0
1084,897,28,1715,-1675,12,0,0
876,865,-32757,1998,31028,26,0,0
682,853,19,-30535,-2058,-32761,0,0
643,-31952,-32752,-30231,31056,18,0,0
905,897,12,-30472,31100,25,0,0
1234,840,-32758,-30781,-1747,13,0,0
1195,885,-32766,-30880,30615,-32744,0,0
932,919,15,1893,30644,-32744,0,0
721,-31895,-32755,1855,-1713,2,0,0
670,964,12,1949,31106,5,0,0
855,-31895,-32752,-30875,31100,-32767,0,0
1149,-31974,15,2205,-1666,11,0,0
1316,842,5,-30421,-1670,27,0,0
1276,871,3,2316,-1668,4,0,0
1060,948,4,-30457,31100,-32766,0,0
686,-31787,-32754,2405,-1651,-32754,0,0
727,-31825,-32758,2079,-1747,-32750,0,0
1004,884,14,-30112,30698,5,0,0
1165,-31877,-32757,-30555,31037,-32760,0,0
1249,-31901,23,2097,-1751,-24340,16580,-30912
658,973,13,1914,-1754,-32762,0,0
777,-31789,-32760,1920,-2156,11,0,0
1120,-31853,9,2101,30634,-32758,0,0
1298,-31919,-32757,-30345,-1731,16,0,0
1287,-31924,-32763,2297,31095,-32752,0,0
1033,-31889,9,-30981,-1675,8,0,0
793,813,20,-30734,31095,4,0,0
682,-31970,-32736,-30714,-1668,5,0,0
967,863,-32741,2219,-1671,-32760,0,0
1206,-31922,-32741,2250,31099,-32747,0,0
966,-31816,-32748,-30672,-1669,22,0,0
792,949,-32748,-30742,31105,-32760,0,0
710,-31807,29,2229,-1662,-32760,0,0
610,925,-32721,-30719,-1746,-32751,0,0
909,-31908,32,1895,30701,9,0,0
1238,806,-32757,-30710,-1725,22,0,0
